19.700	16.967	22.207	25.392	28.412	30.409	25.693	22.854	33.940	29.599
19.800	17.136	22.327	25.282	28.106	29.886	25.294	22.809	33.425	29.688
19.800	17.136	22.327	25.282	28.106	29.886	25.294	22.809	33.425	29.688
20.254	16.571	22.563	25.208	28.510	29.462	25.822	22.895	33.575	29.957
20.254	16.571	22.563	25.208	28.510	29.462	25.822	22.895	33.575	29.957
19.767	17.042	22.250	25.794	28.956	26.419	26.064	23.042	33.601	29.969
19.767	17.042	22.250	25.794	28.956	26.419	26.064	23.042	33.601	29.969
19.892	17.191	22.421	26.110	28.949	24.235	26.184	23.494	34.774	30.118
19.892	17.191	22.421	26.110	28.949	24.235	26.184	23.494	34.774	30.118
20.810	16.805	23.261	25.844	29.467	23.148	26.165	24.201	34.353	30.044
20.810	16.805	23.261	25.844	29.467	23.148	26.165	24.201	34.353	30.044
20.449	17.237	23.065	26.073	29.512	33.320	26.467	24.134	36.004	30.470
20.449	17.237	23.065	26.073	29.512	33.320	26.467	24.134	36.004	30.470
19.917	16.863	22.272	25.828	28.911	32.381	27.422	23.584	34.296	29.853
19.917	16.863	22.272	25.828	28.911	32.381	27.422	23.584	34.296	29.853
19.944	16.623	22.179	25.709	29.079	30.296	26.352	23.473	34.229	29.972
19.944	16.623	22.179	25.709	29.079	30.296	26.352	23.473	34.229	29.972
20.916	16.947	23.481	26.213	30.086	27.013	27.106	24.459	34.972	30.364
20.916	16.947	23.481	26.213	30.086	27.013	27.106	24.459	34.972	30.364
20.305	15.978	22.199	25.828	29.638	23.169	26.161	23.720	34.661	29.935
20.305	15.978	22.199	25.828	29.638	23.169	26.161	23.720	34.661	29.935
19.933	16.780	22.393	26.690	30.322	22.656	26.338	25.577	36.189	30.293
19.933	16.780	22.393	26.690	30.322	22.656	26.338	25.577	36.189	30.293
20.415	16.227	22.706	25.167	28.321	31.179	24.981	22.744	33.363	29.559
20.415	16.227	22.706	25.167	28.321	31.179	24.981	22.744	33.363	29.559
19.905	16.433	22.200	25.056	28.317	31.215	25.373	22.532	34.084	29.413
19.905	16.433	22.200	25.056	28.317	31.215	25.373	22.532	34.084	29.413
19.966	17.153	22.578	25.612	28.884	30.520	26.072	22.956	34.293	29.940
19.966	17.153	22.578	25.612	28.884	30.520	26.072	22.956	34.293	29.940
19.854	17.124	22.479	25.940	29.129	27.218	25.959	23.156	33.859	29.867
19.854	17.124	22.479	25.940	29.129	27.218	25.959	23.156	33.859	29.867
19.783	16.442	22.269	25.625	28.683	23.953	25.403	22.883	33.419	29.454
19.783	16.442	22.269	25.625	28.683	23.953	25.403	22.883	33.419	29.454
20.017	16.961	22.622	26.058	28.992	22.942	25.749	23.677	33.991	29.909
20.017	16.961	22.622	26.058	28.992	22.942	25.749	23.677	33.991	29.909
